event_name,athlete_name,club_name,rank_position,age_at_event,birth_year_estimated,seed_time_text,seed_time_ms,result_time_text,result_time_ms,status,source_id
women 35-39 400 LC Meter freestyle,"Munñoz, Camila",H2o,5,39,1987,"6:12,00",372000,"5:51,49",351490,valid,2
women 35-39 400 LC Meter freestyle,"Ostos, Yamaly",Aguila Natacion,6,37,1989,"6:50,00",410000,"6:25,06",385060,valid,2
women 35-39 400 LC Meter freestyle,"Raposo, Leslie",Santiago Deportes,7,39,1987,"6:30,00",390000,"6:52,43",412430,valid,2
women 35-39 400 LC Meter freestyle,"Aguilon, Anila",H2o,8,39,1987,"7:53,00",473000,"7:41,98",461980,valid,2
women 35-39 400 LC Meter freestyle,"Laplechade, Catalina",Condrictios Team,9,35,1991,"8:40,00",520000,"8:07,44",487440,valid,2
women 40-44 400 LC Meter freestyle,"Salazar, Diana",Goura Swim Team,1,41,1985,"6:18,00",378000,"6:20,32",380320,valid,2
women 40-44 400 LC Meter freestyle,"Turcotte, Isabelle",Delfines de las Condes,2,41,1985,"6:30,00",390000,"6:34,39",394390,valid,2
women 40-44 400 LC Meter freestyle,"Penña, Daniela",Orinoco Swim Team,3,40,1986,"7:00,00",420000,"6:42,52",402520,valid,2
women 40-44 400 LC Meter freestyle,"Sepulveda, Pilar",Lo Que Boto La Ola,4,43,1983,"7:00,00",420000,"6:55,51",415510,valid,2
women 40-44 400 LC Meter freestyle,"Mindiola, Magdiri",Nunoa Master,5,43,1983,"6:50,00",410000,"6:56,47",416470,valid,2
women 40-44 400 LC Meter freestyle,"Boobier, Ginette",Delfines de las Condes,6,42,1984,"6:52,00",412000,"7:24,89",444890,valid,2
women 40-44 400 LC Meter freestyle,"Portus, Monica",Squadra Proswim,7,42,1984,"7:30,00",450000,"7:41,55",461550,valid,2
women 40-44 400 LC Meter freestyle,"Soto, Magdalena",Squadra Proswim,8,41,1985,"7:50,00",470000,"8:56,31",536310,valid,2
women 45-49 400 LC Meter freestyle,"Betancur, Roselin",H2o,1,45,1981,"5:18,00",318000,"5:30,93",330930,valid,2
women 45-49 400 LC Meter freestyle,"Flores, Gloria",Lo Que Boto La Ola,2,45,1981,"6:15,00",375000,"6:04,00",364000,valid,2
women 45-49 400 LC Meter freestyle,"Meneses, Maria Jose",Squadra Proswim,3,46,1980,"6:50,00",410000,"6:48,04",408040,valid,2
women 45-49 400 LC Meter freestyle,"Sepulveda, Cecilia",Estadio Istaerlita,4,46,1980,"7:13,00",433000,"7:12,39",432390,valid,2
women 45-49 400 LC Meter freestyle,"Correa, Marianne",Stadio Italiano,5,49,1977,"7:45,00",465000,"7:24,20",444200,valid,2
women 45-49 400 LC Meter freestyle,"Nunñez, Amparo",Youtopia,6,48,1978,"7:45,00",465000,"7:44,00",464000,valid,2
women 45-49 400 LC Meter freestyle,"Mellado, Constanza",Squadra Proswim,7,47,1979,"7:50,00",470000,"8:04,39",484390,valid,2
women 45-49 400 LC Meter freestyle,"Gonzalez, Alejandra",Ironswim Master,8,45,1981,"8:00,00",480000,"8:13,94",493940,valid,2
women 45-49 400 LC Meter freestyle,"Neiva, Moema",Delfines de las Condes,9,48,1978,"7:30,00",450000,"8:19,03",499030,valid,2
women 45-49 400 LC Meter freestyle,"Rivas, Carolina",Delfines de las Condes,10,49,1977,"9:30,00",570000,"9:22,08",562080,valid,2
women 50-54 400 LC Meter freestyle,"Neira, Veronica",Master U de Chile,1,51,1975,"8:35,00",515000,"7:25,78",445780,valid,2
women 50-54 400 LC Meter freestyle,"Lucena, Marggi",Nunoa Master,2,50,1976,"7:24,80",444800,"7:31,65",451650,valid,2
women 50-54 400 LC Meter freestyle,"Jara, Carolina",Natacion Buin,3,52,1974,"9:15,00",555000,"8:04,03",484030,valid,2
women 50-54 400 LC Meter freestyle,"Gonzalez, Elena",Nunoa Master,4,52,1974,"8:00,00",480000,"8:17,02",497020,valid,2
women 50-54 400 LC Meter freestyle,"Martinez, Natalia",Stadio Italiano,5,52,1974,"7:45,00",465000,"8:43,45",523450,valid,2
women 55-59 400 LC Meter freestyle,"Espinoza, Roxana",Lo Que Boto La Ola,1,59,1967,"7:30,00",450000,"6:47,30",407300,valid,2
women 55-59 400 LC Meter freestyle,"Campazzo, Claudia",Stadio Italiano,2,55,1971,"6:45,00",405000,"6:52,15",412150,valid,2
women 55-59 400 LC Meter freestyle,"Pino, Marcela",Santiago Deportes,3,55,1971,"7:10,00",430000,"7:15,00",435000,valid,2
women 55-59 400 LC Meter freestyle,"Olivari, Patricia",Youtopia,4,58,1968,"9:40,00",580000,"8:06,08",486080,valid,2
women 55-59 400 LC Meter freestyle,"Levys, Patricia",Estadio Istaerlita,5,57,1969,"9:05,00",545000,"9:00,30",540300,valid,2
women 55-59 400 LC Meter freestyle,"Aros, Paola",Master Providencia,6,55,1971,"9:20,00",560000,"9:12,82",552820,valid,2
women 55-59 400 LC Meter freestyle,"Perez, Paulina",Natacion Master Recoleta,7,56,1970,"9:10,00",550000,"9:17,30",557300,valid,2
women 60-64 400 LC Meter freestyle,"Ormazabal, Claudia",Delfines de las Condes,1,62,1964,"8:30,00",510000,"8:59,01",539010,valid,2
women 60-64 400 LC Meter freestyle,"Canñete, Soledad",Natacion Master Recoleta,2,63,1963,"10:19,00",619000,"9:34,16",574160,valid,2
women 60-64 400 LC Meter freestyle,"Castillo, Maylett",Lozada Swim Team,3,61,1965,"10:57,90",657900,"11:35,68",695680,valid,2
women 65-69 400 LC Meter freestyle,"Chamberlain, Mary Ann",Stadio Italiano,1,66,1960,"7:05,00",425000,"7:02,91",422910,valid,2
women 65-69 400 LC Meter freestyle,"Munñoz, Ilse",Aquateam,2,67,1959,"7:45,00",465000,"7:53,32",473320,valid,2
women 65-69 400 LC Meter freestyle,"Alarcon, Silvia",Natacion Master Recoleta,3,68,1958,"10:12,00",612000,"9:51,25",591250,valid,2
women 65-69 400 LC Meter freestyle,"Quezada, Cristina",Aquamaster Chillan,4,66,1960,"9:22,00",562000,"10:09,09",609090,valid,2
women 70-74 400 LC Meter freestyle,"Bonta, Maureen",Stadio Italiano,1,72,1954,"7:20,00",440000,"7:22,10",442100,valid,2
women 70-74 400 LC Meter freestyle,"Adaros, Gladys",Delfines de las Condes,2,72,1954,"10:05,00",605000,"10:36,84",636840,valid,2
women 70-74 400 LC Meter freestyle,"Lastra, Carmen",Ironswim Master,,70,1956,"10:00,00",600000,DQ,,dsq,2
women 75-79 400 LC Meter freestyle,"Fernandez, Gladys",Master San Bernardo,1,78,1948,"10:00,00",600000,"9:44,44",584440,valid,2
men 20-24 400 LC Meter freestyle,"Henriquez, Cristian",Ironswim Master,1,23,2003,"5:30,00",330000,"5:36,99",336990,valid,2
men 25-29 400 LC Meter freestyle,"Pinto, Matias",Stadio Italiano,1,29,1997,"4:05,00",245000,"4:30,24",270240,valid,2
men 25-29 400 LC Meter freestyle,"Barros, Sergio",Estadio Espanñol,2,28,1998,"5:20,00",320000,"5:02,00",302000,valid,2
men 25-29 400 LC Meter freestyle,"Machado, Vicente",Goura Swim Team,3,29,1997,"5:00,00",300000,"5:07,94",307940,valid,2
men 25-29 400 LC Meter freestyle,"Fuentes, Marcelo",Goura Swim Team,4,27,1999,"4:53,00",293000,"5:15,82",315820,valid,2
men 25-29 400 LC Meter freestyle,"Zamora, Icaro",Goura Swim Team,5,28,1998,"5:20,00",320000,"5:22,23",322230,valid,2
men 25-29 400 LC Meter freestyle,"Abarca, Pablo",Goura Swim Team,6,27,1999,"6:08,00",368000,"6:07,22",367220,valid,2
men 25-29 400 LC Meter freestyle,"Salvo, Jorge",Aguila Natacion,7,28,1998,"8:00,00",480000,"6:32,43",392430,valid,2
men 25-29 400 LC Meter freestyle,"Monsalve, Nicolas",Natacion Master Recoleta,8,27,1999,"7:03,00",423000,"6:54,70",414700,valid,2
men 25-29 400 LC Meter freestyle,"Walter, Raul",Cien por Ciento Swim,9,26,2000,"8:00,00",480000,"8:12,00",492000,valid,2
men 25-29 400 LC Meter freestyle,"Gonzalez, Jose",Master U de Chile,10,29,1997,"7:50,00",470000,"8:54,45",534450,valid,2
men 25-29 400 LC Meter freestyle,"Bulnes, Martin",Golden,,27,1999,"7:30,00",450000,DQ,,dsq,2
men 30-34 400 LC Meter freestyle,"Torres, Sergio",Lozada Swim Team,1,32,1994,"4:50,00",290000,"4:59,49",299490,valid,2
men 30-34 400 LC Meter freestyle,"Torres, Giovanni",Goura Swim Team,2,30,1996,"4:58,00",298000,"4:59,62",299620,valid,2
men 30-34 400 LC Meter freestyle,"Segovia, Pedro",Lozada Swim Team,3,32,1994,"5:10,00",310000,"5:08,00",308000,valid,2
men 30-34 400 LC Meter freestyle,"Godoy, Ignacio",Squadra Proswim,4,32,1994,"5:45,00",345000,"5:09,02",309020,valid,2
men 30-34 400 LC Meter freestyle,"Pavez, Cristian",Stadio Italiano,5,30,1996,"5:30,00",330000,"5:19,77",319770,valid,2
men 30-34 400 LC Meter freestyle,"Lobos, Martin",Goura Swim Team,6,31,1995,"5:00,00",300000,"5:25,15",325150,valid,2
men 30-34 400 LC Meter freestyle,"Barrientos, Damian",Stadio Italiano,7,30,1996,"5:45,00",345000,"5:43,75",343750,valid,2
men 30-34 400 LC Meter freestyle,"Nava, Juan",Nunoa Master,8,30,1996,"5:25,00",325000,"5:49,99",349990,valid,2
men 30-34 400 LC Meter freestyle,"Morales, Nicolas",Goura Swim Team,9,33,1993,"5:00,00",300000,"6:00,01",360010,valid,2
men 30-34 400 LC Meter freestyle,"Illanes, Cristopher",Lozada Swim Team,10,33,1993,"5:25,00",325000,"6:02,85",362850,valid,2
men 30-34 400 LC Meter freestyle,"Swysen, Thibault",Lozada Swim Team,11,31,1995,"5:26,00",326000,"6:07,08",367080,valid,2
men 30-34 400 LC Meter freestyle,"Torres, Sergio",Condrictios Team,12,32,1994,"6:00,00",360000,"6:10,50",370500,valid,2
men 30-34 400 LC Meter freestyle,"Perez, Jonathan",Lozada Swim Team,13,34,1992,"6:20,00",380000,"6:17,67",377670,valid,2
men 30-34 400 LC Meter freestyle,"Rabi, Isaac",Goura Swim Team,14,34,1992,"6:00,00",360000,"6:18,74",378740,valid,2
men 30-34 400 LC Meter freestyle,"Gomez, Pablo",Goura Swim Team,15,34,1992,"6:00,00",360000,"6:27,16",387160,valid,2
men 30-34 400 LC Meter freestyle,"Bone, Cristobal",Golden,16,31,1995,"7:00,00",420000,"6:40,81",400810,valid,2
men 30-34 400 LC Meter freestyle,"Sayago, Alexis",Nunoa Master,17,33,1993,"7:20,10",440100,"6:48,71",408710,valid,2
men 30-34 400 LC Meter freestyle,"Zambrano, Henry",Aguila Natacion,18,34,1992,"8:00,00",480000,"6:50,02",410020,valid,2
men 30-34 400 LC Meter freestyle,"Poncelion, Erickson",Lozada Swim Team,19,33,1993,"7:00,90",420900,"7:48,38",468380,valid,2
men 30-34 400 LC Meter freestyle,"Pineda, Miguel",Orinoco Swim Team,20,30,1996,"6:41,00",401000,"8:01,95",481950,valid,2
men 30-34 400 LC Meter freestyle,"Salvador, Camilo",Stadio Italiano,21,31,1995,"6:00,00",360000,"8:49,58",529580,valid,2
men 35-39 400 LC Meter freestyle,"Contreras, Freddy",Lozada Swim Team,1,38,1988,"4:49,00",289000,"4:46,15",286150,valid,2
men 35-39 400 LC Meter freestyle,"Huerta, Francisco",Estadio Espanñol,2,39,1987,"4:47,00",287000,"4:50,14",290140,valid,2
men 35-39 400 LC Meter freestyle,"Polo, David",Lozada Swim Team,3,37,1989,"5:55,00",355000,"5:48,88",348880,valid,2
men 35-39 400 LC Meter freestyle,"Camiroaga, Jose",Master U de Chile,4,35,1991,"6:10,00",370000,"5:59,41",359410,valid,2
men 35-39 400 LC Meter freestyle,"Rivera, Camilo",Goura Swim Team,5,36,1990,"6:00,00",360000,"6:32,03",392030,valid,2
men 35-39 400 LC Meter freestyle,"Burgos, Cristian",Goura Swim Team,6,36,1990,"7:00,00",420000,"6:35,88",395880,valid,2
men 35-39 400 LC Meter freestyle,"Pinña, Manuel",Stadio Italiano,7,36,1990,"6:30,00",390000,"6:41,97",401970,valid,2
men 35-39 400 LC Meter freestyle,"Faundez, Cristobal",Ironswim Master,8,35,1991,"6:30,00",390000,"6:49,77",409770,valid,2
men 35-39 400 LC Meter freestyle,"Le Cerf, Patricio",Orinoco Swim Team,9,36,1990,"7:33,29",453290,"7:48,43",468430,valid,2
men 40-44 400 LC Meter freestyle,"Montero, Francisco",Estadio Espanñol,1,40,1986,"4:55,90",295900,"5:02,47",302470,valid,2
men 40-44 400 LC Meter freestyle,"Parra, Luis",Lozada Swim Team,2,43,1983,"5:15,00",315000,"5:22,07",322070,valid,2
men 40-44 400 LC Meter freestyle,"Donoso, Ignacio",Squadra Proswim,3,40,1986,"6:30,00",390000,"5:30,32",330320,valid,2
men 40-44 400 LC Meter freestyle,"Calvo, Cristobal",Squadra Proswim,4,40,1986,"5:45,00",345000,"6:03,33",363330,valid,2
men 40-44 400 LC Meter freestyle,"Cardenas, Dario",Goura Swim Team,5,41,1985,"5:57,67",357670,"6:12,68",372680,valid,2
men 40-44 400 LC Meter freestyle,"Fabres, Nicolas",Squadra Proswim,6,42,1984,"6:10,00",370000,"6:13,32",373320,valid,2
men 40-44 400 LC Meter freestyle,"Velasco, Alejandro",Lozada Swim Team,7,44,1982,"6:40,00",400000,"6:28,96",388960,valid,2
men 40-44 400 LC Meter freestyle,"Baeza, Matias",Delfines de las Condes,8,40,1986,"6:38,26",398260,"6:55,44",415440,valid,2
men 40-44 400 LC Meter freestyle,"Bevensee, Gunther",Stadio Italiano,9,43,1983,"6:45,00",405000,"7:04,14",424140,valid,2
men 40-44 400 LC Meter freestyle,"Pincheira, Nathan",Squadra Proswim,10,42,1984,"6:50,00",410000,"7:14,81",434810,valid,2
men 40-44 400 LC Meter freestyle,"Salah, Yamil",Nunoa Master,11,41,1985,"8:49,50",529500,"8:58,82",538820,valid,2
men 40-44 400 LC Meter freestyle,"Santibanñez, Roberto",Natacion Master Recoleta,12,42,1984,"7:38,00",458000,"9:22,26",562260,valid,2
men 45-49 400 LC Meter freestyle,"Gonzalez, Ciro",Cien por Ciento Swim,1,48,1978,"5:55,00",355000,"5:33,31",333310,valid,2
men 45-49 400 LC Meter freestyle,"Reggio, Franklyn",Master U de Chile,2,49,1977,"6:10,00",370000,"6:11,74",371740,valid,2
men 45-49 400 LC Meter freestyle,"De Elejalde, Ramiro",Nunoa Master,3,49,1977,"5:56,00",356000,"6:26,59",386590,valid,2
men 45-49 400 LC Meter freestyle,"Martinez, Rodrigo",Stadio Italiano,4,45,1981,"6:28,00",388000,"6:27,04",387040,valid,2
men 45-49 400 LC Meter freestyle,"Casana, Jorge",Lozada Swim Team,5,47,1979,"5:45,90",345900,"6:48,31",408310,valid,2
men 45-49 400 LC Meter freestyle,"Ibanñez, Claudio",Condrictios Team,6,45,1981,"8:30,00",510000,"9:21,20",561200,valid,2
men 50-54 400 LC Meter freestyle,"Casassus, Matias",Estadio Espanñol,1,54,1972,"5:25,00",325000,"5:33,42",333420,valid,2
men 50-54 400 LC Meter freestyle,"Gutierrez Oliveros, Luis",Club Deportivo UC,2,52,1974,"5:47,27",347270,"5:51,22",351220,valid,2
men 50-54 400 LC Meter freestyle,"Matulic L, Wladimir",Club Deportivo UC,3,53,1973,"6:06,32",366320,"6:07,51",367510,valid,2
men 50-54 400 LC Meter freestyle,"Zoppi, Giorgio",Delfines de las Condes,4,54,1972,"6:00,00",360000,"6:07,91",367910,valid,2
men 50-54 400 LC Meter freestyle,"Bastidas, Marcelo",Fullmar,5,52,1974,"6:50,00",410000,"6:44,57",404570,valid,2
men 50-54 400 LC Meter freestyle,"Delgado, Julio",Stadio Italiano,6,52,1974,"6:40,00",400000,"7:41,32",461320,valid,2
men 50-54 400 LC Meter freestyle,"Cabaret, Sebastian",Tiburones de Curico,7,51,1975,"7:45,00",465000,"7:51,60",471600,valid,2
men 50-54 400 LC Meter freestyle,"Leiva, Alejandro T",Africa Natacion,8,51,1975,"7:15,00",435000,"8:06,57",486570,valid,2
men 50-54 400 LC Meter freestyle,"Lastra, Enrique",Tiburones de Curico,9,52,1974,"7:45,00",465000,"8:12,59",492590,valid,2
men 55-59 400 LC Meter freestyle,"Tapia, Miguel",Stadio Italiano,1,57,1969,"4:48,00",288000,"4:55,13",295130,valid,2
men 55-59 400 LC Meter freestyle,"Moenne, Gonzalo",H2o,2,57,1969,"5:30,00",330000,"5:17,14",317140,valid,2
men 55-59 400 LC Meter freestyle,"Leguizamon, Bernardino",Youtopia,3,55,1971,"5:40,00",340000,"6:00,26",360260,valid,2
men 55-59 400 LC Meter freestyle,"Lecaros, Pablo",Delfines de las Condes,4,57,1969,"6:13,00",373000,"6:26,13",386130,valid,2
men 55-59 400 LC Meter freestyle,"Cruzat, Alvaro",Stadio Italiano,5,59,1967,"6:28,62",388620,"6:37,50",397500,valid,2
men 55-59 400 LC Meter freestyle,"Arrigorriaga, Jaime",Delfines de las Condes,6,58,1968,"6:33,00",393000,"6:41,62",401620,valid,2
men 55-59 400 LC Meter freestyle,"Garcia, Eloy",Lozada Swim Team,7,59,1967,"6:45,00",405000,"6:55,79",415790,valid,2
men 55-59 400 LC Meter freestyle,"Panetti, Mario",Golden,8,59,1967,"7:06,00",426000,"7:04,45",424450,valid,2
men 55-59 400 LC Meter freestyle,"Godoy, Eduardo",Master U de Chile,9,55,1971,"6:50,00",410000,"7:07,84",427840,valid,2
men 55-59 400 LC Meter freestyle,"Uribe, Daniel",Nunoa Master,10,55,1971,"7:40,00",460000,"7:11,63",431630,valid,2
men 55-59 400 LC Meter freestyle,"Portilla, Sergio",Squadra Proswim,11,58,1968,"6:30,00",390000,"7:23,81",443810,valid,2
men 60-64 400 LC Meter freestyle,"Bernales, Pablo",Estadio Espanñol,1,63,1963,"5:49,50",349500,"5:48,59",348590,valid,2
men 60-64 400 LC Meter freestyle,"Fonturbel, Alberto",Master Providencia,2,60,1966,"6:13,00",373000,"6:21,34",381340,valid,2
men 65-69 400 LC Meter freestyle,"Trewhela, Juan Carlos",Squadra Proswim,1,66,1960,"5:40,00",340000,"5:43,61",343610,valid,2
men 65-69 400 LC Meter freestyle,"Aybar, Miguel",Master U de Chile,2,67,1959,"7:50,00",470000,"7:40,06",460060,valid,2
men 65-69 400 LC Meter freestyle,"Toledo, Fredi",Natacion Master Recoleta,3,67,1959,"7:38,00",458000,"8:10,58",490580,valid,2
men 70-74 400 LC Meter freestyle,"Cruz, Manuel",Stadio Italiano,1,70,1956,"6:17,00",377000,"6:40,26",400260,valid,2
men 70-74 400 LC Meter freestyle,"Donoso, Juan",Master San Bernardo,2,71,1955,"6:30,00",390000,"6:44,62",404620,valid,2
men 70-74 400 LC Meter freestyle,"Bustos, Jose Maria",Stadio Italiano,3,72,1954,"7:30,00",450000,"7:51,75",471750,valid,2
men 70-74 400 LC Meter freestyle,"Guerrero, Roberto",Master San Bernardo,4,70,1956,"8:00,00",480000,"9:29,33",569330,valid,2
men 70-74 400 LC Meter freestyle,"Vasquez, Oscar",Aquamaster Chillan,5,71,1955,"8:42,00",522000,"10:05,56",605560,valid,2
men 75-79 400 LC Meter freestyle,"Guerra B, Manfredo",Calambre Swim Team,1,75,1951,"6:45,00",405000,"6:43,70",403700,valid,2
men 75-79 400 LC Meter freestyle,"Gojanovic, Jure",Lo Que Boto La Ola,2,75,1951,"9:09,55",549550,"9:22,29",562290,valid,2
men 75-79 400 LC Meter freestyle,"Canepa, Angel",Stadio Italiano,3,79,1947,"14:00,00",840000,"11:26,86",686860,valid,2
men 75-79 400 LC Meter freestyle,"Torrejon, Raul",Natacion Buin,4,76,1950,"12:50,00",770000,"11:44,99",704990,valid,2
women 20-24 50 LC Meter backstroke,"Rauch, Emma",Stadio Italiano,1,22,2004,"34,00",34000,"37,06",37060,valid,2
women 25-29 50 LC Meter backstroke,"Saavedra, Victoria",Squadra Proswim,1,27,1999,"34,00",34000,"34,84",34840,valid,2
women 25-29 50 LC Meter backstroke,"Albornoz, Javiera",Lozada Swim Team,2,29,1997,"32,80",32800,"35,03",35030,valid,2
women 25-29 50 LC Meter backstroke,"Collingwood, Camila",Stadio Italiano,3,25,2001,"34,00",34000,"35,43",35430,valid,2
women 25-29 50 LC Meter backstroke,"Consigliere, Chiara",Stadio Italiano,4,29,1997,"38,09",38090,"37,52",37520,valid,2
women 25-29 50 LC Meter backstroke,"Badilla, Claudia",Aquamaster Chillan,5,27,1999,"36,27",36270,"38,38",38380,valid,2
women 25-29 50 LC Meter backstroke,"Perea, Rocio",Copiapo Swim,6,26,2000,"36,00",36000,"38,91",38910,valid,2
women 25-29 50 LC Meter backstroke,"Cardenas, Ambar",Nunoa Master,7,26,2000,"39,80",39800,"42,62",42620,valid,2
women 25-29 50 LC Meter backstroke,"Carcamo, Maria Paz",Goura Swim Team,8,27,1999,"47,00",47000,"45,32",45320,valid,2
women 25-29 50 LC Meter backstroke,"Bravo, Alejandra",Lozada Swim Team,9,25,2001,"58,90",58900,"48,98",48980,valid,2
women 30-34 50 LC Meter backstroke,"Spuhr, Marianne",Estadio Espanñol,1,32,1994,"33,90",33900,"35,09",35090,valid,2
women 30-34 50 LC Meter backstroke,"Rojas, Ana",Lozada Swim Team,2,33,1993,"38,70",38700,"38,84",38840,valid,2
women 30-34 50 LC Meter backstroke,"Covarrubias, Paula",Goura Swim Team,3,33,1993,"38,00",38000,"40,41",40410,valid,2
women 30-34 50 LC Meter backstroke,"Guzman, Maria",Lozada Swim Team,4,32,1994,"37,00",37000,"40,55",40550,valid,2
women 30-34 50 LC Meter backstroke,"Olguin, Daniela",Stadio Italiano,5,31,1995,"45,00",45000,"41,15",41150,valid,2
women 30-34 50 LC Meter backstroke,"Zamora, Barbara",Master Vitacura,6,30,1996,"41,00",41000,"43,66",43660,valid,2
women 30-34 50 LC Meter backstroke,"Solans, Ines",Goura Swim Team,7,34,1992,"41,00",41000,"43,72",43720,valid,2
women 30-34 50 LC Meter backstroke,"Rubio, Emilia",Goura Swim Team,8,31,1995,"43,00",43000,"44,93",44930,valid,2
women 30-34 50 LC Meter backstroke,"Escudero, Francesca",Lozada Swim Team,9,31,1995,"50,00",50000,"45,88",45880,valid,2
women 30-34 50 LC Meter backstroke,"Regaldis, Andrea",Aguila Natacion,10,30,1996,"50,00",50000,"46,94",46940,valid,2
women 30-34 50 LC Meter backstroke,"Munizaga, Javiera",Estadio Espanñol,11,30,1996,"42,50",42500,"47,69",47690,valid,2
women 30-34 50 LC Meter backstroke,"Gonzalez, Tracy",Nunoa Master,12,34,1992,"50,10",50100,"49,20",49200,valid,2
women 30-34 50 LC Meter backstroke,"Quintanilla, Francisca",Orinoco Swim Team,13,33,1993,"1:11,27",71270,"1:14,50",74500,valid,2
women 35-39 50 LC Meter backstroke,"Trewhela, Carolina",Squadra Proswim,1,38,1988,"37,00",37000,"37,34",37340,valid,2
women 35-39 50 LC Meter backstroke,"Trewhela, Nicole",Ironswim Master,2,38,1988,"39,00",39000,"42,26",42260,valid,2
women 35-39 50 LC Meter backstroke,"Von Borries, Cecilia",Stadio Italiano,3,38,1988,"40,00",40000,"42,52",42520,valid,2
women 35-39 50 LC Meter backstroke,"Munñoz, Camila",H2o,4,39,1987,"43,00",43000,"42,93",42930,valid,2
women 35-39 50 LC Meter backstroke,"Godoy, Ana",Nunoa Master,5,37,1989,"45,70",45700,"44,55",44550,valid,2
women 35-39 50 LC Meter backstroke,"Espoz, Vaneza",Copiapo Swim,6,37,1989,"45,00",45000,"47,27",47270,valid,2
women 35-39 50 LC Meter backstroke,"Nunñez, Sabine",Aquateam,7,38,1988,"44,00",44000,"47,72",47720,valid,2
women 35-39 50 LC Meter backstroke,"Rodriguez, Dayana",Lozada Swim Team,8,37,1989,"43,59",43590,"50,17",50170,valid,2
women 35-39 50 LC Meter backstroke,"Rodriguez, Vanessa",Lozada Swim Team,9,37,1989,"40,50",40500,"51,47",51470,valid,2
women 35-39 50 LC Meter backstroke,"Cuesta, Carolina",Nunoa Master,10,39,1987,"1:05,00",65000,"1:02,72",62720,valid,2
women 35-39 50 LC Meter backstroke,"Aguilon, Anila",H2o,,39,1987,"50,00",50000,DQ,,dsq,2
women 40-44 50 LC Meter backstroke,"Turcotte, Isabelle",Delfines de las Condes,1,41,1985,"42,18",42180,"43,25",43250,valid,2
women 40-44 50 LC Meter backstroke,"Santa Maria, Debora",Delfines de las Condes,2,44,1982,"43,00",43000,"43,53",43530,valid,2
women 40-44 50 LC Meter backstroke,"Perez, Daniela",H2o,3,44,1982,"45,00",45000,"43,89",43890,valid,2
